molecule,geometry_id,q_A,record,error
LiH,001,-0.2480388808631253,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/001.npz,
LiH,002,-0.23093275114842693,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/002.npz,
LiH,003,-0.21382662143372877,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/003.npz,
LiH,004,-0.1967204917190304,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/004.npz,
LiH,005,-0.179614362004332,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/005.npz,
LiH,006,-0.16250823228963385,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/006.npz,
LiH,007,-0.14540210257493547,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/007.npz,
LiH,008,-0.1282959728602373,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/008.npz,
LiH,009,-0.11118984314553892,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/009.npz,
LiH,010,-0.09408371343084054,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/010.npz,
LiH,011,-0.07697758371614238,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/011.npz,
LiH,012,-0.059871454001444,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/012.npz,
LiH,013,-0.04276532428674584,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/013.npz,
LiH,014,-0.02565919457204746,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/014.npz,
LiH,015,-0.00855306485734908,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/015.npz,
LiH,016,0.00855306485734908,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/016.npz,
LiH,017,0.02565919457204746,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/017.npz,
LiH,018,0.04276532428674584,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/018.npz,
LiH,019,0.059871454001444,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/019.npz,
LiH,020,0.07697758371614238,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/020.npz,
LiH,021,0.09408371343084077,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/021.npz,
LiH,022,0.11118984314553892,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/022.npz,
LiH,023,0.1282959728602373,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/023.npz,
LiH,024,0.1454021025749357,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/024.npz,
LiH,025,0.16250823228963385,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/025.npz,
LiH,026,0.179614362004332,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/026.npz,
LiH,027,0.1967204917190304,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/027.npz,
LiH,028,0.21382662143372877,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/028.npz,
LiH,029,0.23093275114842693,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/029.npz,
LiH,030,0.2480388808631253,/Users/novaz/Desktop/qml2.0/results/descriptor-1s-only/LiH/030.npz,
